id	name
100000225	Reincarnation of Hope
100000226	Mirror Stage of Discipline
100000227	Zen Garden
100000228	Flash Effect
100000229	Xyz Revival
100000233	Express Train Trolley Olley (Anime)
100000234	Cursed Synchro
100000235	Different Dimension Hangar
100000236	Triangle Force
100000237	Delta Barrier
100000238	Bear's Boot Camp
100000239	Xyz Treasure
100000240	Photon Delta Wing
100000241	Photon Escape
100000242	Photon World
100000243	T.G. Metal Skeleton (VG)
100000244	T.G. Gear Zombie (VG)
100000245	T.G. Drill Fish (VG)
100000246	Alchemical Experiments
100000247	Sabatiel - The Philosopher's Stone (TF6)
100000248	Iceberg Ocean
100000250	Level Down!
100000251	Level Soul
100000252	Level Change
100000253	Level Copy
100000254	Level Bond
100000255	Ghostly Reinforcements
100000256	Daidara-Bocchi
100000257	Chaos Core (Anime)
100000258	Chaos Form (GX)
100000260	Quick Xyz
100000261	Xyz Triangle Force
100000262	Xyz Frame
100000263	Xyz Bento
100000264	Angel Fallen into Darkness
100000265	Darklord Descent (Anime)
100000270	D - Force
100000271	D - Boost
100000272	Plasma Roar
100000274	Destiny HERO - Dark Angel (Anime)
100000275	Destiny HERO - Celestial (Anime)
100000276	D - Acceleration
100000277	Numbers Evocation
100000278	Big Bang Panic
100000280	Mound of the Bound Creator (Anime)
100000281	Power Zone
100000282	Blackfeather Darkrage Dragon (Anime)
100000285	Wings of Unity
100000286	Barian's Gateway
100000287	Barian's Battle Buster
100000290	Volcanic Wall
100000291	Volcanic Cyclone
100000292	Volcanic Armor
100000293	Volcanic Force
100000295	Harpie Lady Sparrow Formation
100000296	Harpie's Feather Storm (Anime)
100000297	Aero Nail
100000301	The Blazing Mars (Anime)
100000302	The Grand Jupiter (Anime)
100000303	The Tripper Mercury (Anime)
100000304	The Suppression Pluto (Anime)
100000307	Contaminated Earth
100000308	Debris Station
100000309	Wisel Attack 5
100000312	Past Life
100000315	Giant Rex (Anime)
100000316	Last Tusk Mammoth
100000317	New Ultra Evolution
100000318	Ultra Evolution (Anime)
100000320	Hot Sauce Bottle
100000321	Dizzy Tiger
100000322	Dizzy Angel
100000323	Flipping the Table
100000330	Fairy Tale Prologue: Journey's Dawn
100000331	Fairy Tale Chapter 2: Seething Sun
100000332	Fairy Tale Chapter 3: Evening Sun
100000333	Fairy Tale Final Chapter: Moon of Oblivion
100000335	Shifting Mirage
100000336	Hot Red Dragon Archfiend (Anime)
100000340	Bat, The Forest Ninja
100000341	Berry, The Forest Swordsman
100000342	Chip, The Forest Thief
100000343	Wonko, Noble Knight of the Forest
100000344	Con, The Forest Schemer
100000345	Nyanto, The Forest Traveler
100000346	Pon, The Forest Merchant
100000347	Gekko, Mystical Medium of the Forest
100000348	Mach Synchron
100000349	All For One
100000350	Land of Frozen Flames
100000351	Energy Attractor
100000355	Swordsman of Revealing Light (Anime)
100000360	Shining Destroyer
100000361	Shining Rabbit
100000363	Shining Bridge
100000364	Eternal Reverse
100000365	Dimension Fusion Destruction (Anime)
100000370	Royal Sword
100000380	Magma Field
100000381	Jungle Field
100000382	Space Field
100000383	Desert Field
100000384	Sunset Showdown
100000390	Ultimate Machine Union
100000391	Support Mission
100000410	Rose Paladin (Manga)
100000411	Rose Bell of Revelation (Manga)
100000412	White Rose Cloister (Manga)
100000413	Rose Barrier Force
100000414	Rose Flame
100000430	Earthbound Release
100000431	Passion of Baimasse
100000432	Altar of the Bound Deity
100000440	Wise A3
100000441	Wise G3
100000442	Wise T3
100000444	Attack Cannon
100000445	Sky A3
100000470	Soul Fusion
100000471	Instant Fusion (Anime)
100000473	Alternate Fusion
100000474	Fusion Birth
100000475	Fusion Charge
100000478	Ties of the Brethren (Anime)
100000480	Celestial Swordsman
100000481	Celestial Bowman
100000482	Guiding Light (Anime)
100000483	Celestial Double Star Shaman (Anime)
100000488	Paladin of Dark Dragon (Anime)
100000490	Destiny Overlay
100000498	Sumo King Dog
100000501	Vision Fusion (Manga)
100000502	Apparition (Manga)
100000503	Hallucination
100000504	Illusion
100000505	Vision HERO Minimum Ray (Manga)
100000506	Vision HERO Faris (Manga)
100000507	Vision HERO Increase (Manga)
100000508	Vision HERO Gravito (Manga)
100000509	Vision HERO Vyon (Anime)
100000510	Vision HERO Multiply Guy (Manga)
100000511	Vision HERO Poisoner (Manga)
100000512	Vision HERO Witch Raider (Anime)
100000514	Masked HERO Dusk Crow
100000515	Masked HERO Inferno
100000516	Masked HERO Gust
100000517	Masked HERO Fountain
100000518	Masked HERO Bassols
100000520	SOS
100000523	Damaged Mask
100000524	Mask Function #1
100000526	Pegasus Wings (Anime)
100000527	Fortune Chariot (Anime)
100000528	Swan Maiden
100000529	Valkyrie's Embrace (Anime)
100000530	Converging Wishes (VG)
100000531	Specimen Inspection
100000532	Ride of the Valkyries (Anime)
100000533	Valkyrie Zweite (Anime)
100000534	Valkyrie Dritte (Anime)
100000535	Ragnarok
100000536	Black Illusion (Anime)
100000537	Valkyrie Erste (Anime)
100000538	Valkyrie Brunhilde (Anime)
100000539	Rainbow Bridge Bifrost
100000540	Tribulldog
100000541	Doubulldog
100000542	Loge's Flame (Anime)
100000543	Indestructible Airship Hindenkraft
100000544	Unsinkable Titanica
100000545	Apple of Enlightenment (Anime)
100000546	Cosmos
100000547	Fire Lily
100000548	Tomato in Tomato
100000549	Tomato King
100000550	Neo - Signal
100000551	Contact Soul
100000552	Neos Energy
100000553	Neo-Space Road
100000554	Cross Change
100000555	E N Shuffle
100000556	Barian Explosion
100000557	Hope for the Future
100000560	Orange Shaman
100000561	Green Shaman
100000562	Red Shaman
100000563	Shaman Call
100000564	Twilight Dance
100000565	Freezing Dance
100000570	Electromagnetic Magnedragon
100000571	Magnet Fusion
100000581	Rank-Up Spider Web
100000582	Return Rank-Up
100000600	Ring Announcer
100000601	Flaming Knockout
100000602	Fancy Footwork
100000603	Counter Clash
100000604	Corkscrew Cross
100000620	Fossil Machine Skull Buggy
100000621	Fossil Dragon Skullgar
100000622	Fossil Machine Skull Wagon
100000630	Knight of Landstar
100000631	Grappler of Landstar
100000632	Brigadier of Landstar
100000633	Landstar Forces
100000650	Alchemic Kettle - Chaos Distill
100000651	Alchemy Beast - Aretos the Tin
100000652	Alchemy Beast - Salamandra the Steel
100000653	Alchemy Beast - Ouroboros the Bronze
100000654	Alchemy Beast - Leon the Lead
100000655	Alchemy Beast - Moonface the Silver
100000656	Alchemy Beast - Ekenas the Mercury
100000657	Tin Spell Circle
100000658	Steel Lamp
100000659	Bronze Scale
100000660	Lead Compass
100000661	Silver Key
100000662	Mercury Hourglass
100000663	White Process - Albedo
100000664	Black Process - Negledo
100000700	Darkness Seed
100000704	Darkness Outsider
100000705	Darkness Slime
100000706	Darkness Necroslime
100001001	Gozuki (Anime)
100001002	Crow Tengu
100001003	Onmoraki
100001004	Night of One Hundred Horrors
100001005	Long-Tailed Black Horse
100001006	Nine-Tailed Fox (Anime)
100001007	Fox Token
100001008	Plasma Warrior Eitom
100001009	Litmus Doom Ritual (VG)
100001010	Litmus Doom Swordsman (VG)
100002001	Hellfire Spearsman - Ghost Lancer
100002002	Ghost Fusion
100002004	Underworld Token
100003002	Cyber Angel - Benten (TF6)
100003003	Cyber Angel - Dakini (TF6)
100003004	Cyber Angel - Idaten (TF6)
100004001	Masked Knight LV3
100004002	Masked Knight LV5
100004003	Masked Knight LV7
100005001	Take Over 5
100005002	Battle Fusion (TF3)
100006001	D - Mind
100008001	Declaration of Rebirth
100010001	New Orders 13 Etheric Amen
100100001	Speed Spell - One for One
100100002	Speed Spell - Last Will
100100003	Speed Spell - Dark Factory of Mass Production
100100004	Speed Spell - Allure of Darkness
100100005	Speed Spell - Wild Nature's Release
100100006	Speed Spell - Metamorphosis
100100007	Speed Spell - Miracle Fusion
100100008	Speed Spell - Miracle Synchro Fusion
100100009	Speed Spell - Stray Lambs
100100010	Speed Spell - Nobleman of Crossout
100100011	Speed Spell - Stardust Shimmer
100100012	Speed Spell - Nobleman of Extermination
100100013	Speed Spell - Back to Square One
100100014	Speed Spell - Dark Core
100100015	Speed Spell - Insect Imitation
100100016	Speed Spell - Riryoku
100100017	Speed Spell - Gold Sarcophagus
100100018	Speed Spell - Charge of the Light Brigade
100100019	Speed Spell - Hammer Shot
100100020	Speed Spell - Giant Trunade
100100021	Speed Spell - Recycling Batteries
100100022	Speed Spell - Harpie's Feather Duster
100100023	Speed Spell - Upstart Goblin
100100024	Speed Spell - Pot of Avarice
100100025	Speed Spell - Trade-In
100100026	Speed Spell - Faustian Bargain
100100027	Speed Spell - The Shallow Grave
100100028	Speed Spell - Delinquent Duo
100100029	Speed Spell - Ancient Rules
100100030	Speed Spell - Instant Fusion
100100031	Speed Spell - Magical Mallet
100100032	Speed Spell - Foolish Burial
100100033	Speed Spell - Swing of Memories
100100034	Speed Spell - Bait Doll
100100035	Speed Spell - Overload Fusion
100100036	Speed Spell - Heavy Storm
100100037	Speed Spell - Confiscation
100100038	Speed Spell - Ancient Leaf
100100039	Speed Spell - A Wingbeat of Giant Dragon
100100040	Speed Spell - Creature Swap
100100041	Speed Spell - Preparation of Rights
100100042	Speed Spell - Diffusion Wave-Motion
100100043	Speed Spell - Chaos End
100100044	Speed Spell - Tremendous Fire
100100045	Speed Spell - Final Destiny
100100046	Speed Spell - Psychokinesis
100100047	Speed Spell - Moray of Greed
100100048	Speed Spell - Pot of Duality
100100049	Speed Spell - The Forceful Sentry
100100050	Speed Spell - Soul Exchange
100100051	Speed Spell - Gladiator Proving Ground
100100052	Speed Spell - Painful Choice
100100053	Speed Spell - Mystic Box
100100054	Speed Spell - Tribute to the Doomed
100100055	Speed Spell - Monster Reincarnation
100100056	Speed Spell - Monster Reborn
100100057	Speed Spell - Smashing Ground
100100058	Speed Spell - Shield Crush
100100059	Speed Spell - Raigeki
100100060	Speed Spell - Salvage
100100061	Speed Spell - Stamping Destruction
100100062	Speed Spell - Rekindling
100100063	Speed Spell - Fissure
100100064	Speed Spell - Summoner's Art
100100065	Speed Spell - Final Countdown
100100066	Speed Spell - Earthbound Whirlwind
100100067	Speed Spell - The Warrior Returning Alive
100100068	Speed Spell - Saber Slash
100100069	Speed Spell - Mind Control
100100070	Speed Spell - Book of Life
100100071	Speed Spell - Special Hurricane
100100072	Speed Spell - Soul Release
100100073	Speed Spell - Cold Wave
100100074	Speed Spell - Solar Recharge
100100075	Speed Spell - Soul Taker
100100076	Speed Spell - Reinforcement of the Army
100100077	Speed Spell - Brain Control
100100078	Speed Spell - Double Summon
100100079	Speed Spell - Card Destruction
100100080	Speed Spell - Fiend's Sanctuary
100100081	Speed Spell - Destiny Draw
100100082	Speed Spell - Tail Swipe
100100083	Speed Spell - Cards of Consonance
100100084	Speed Spell - Tuning
100100090	Gate Blocker
100100091	Gate Blocker 2
100100100	Speed Spell - Speed Fusion
100100101	Speed Spell - Rapid Shotwing
100100102	Speed Spell - Angel Baton
100100103	Speed Spell - Count Up
100100104	Speed Spell - The End of the Storm
100100105	Speed Spell - Summon Close
100100106	Speed Spell - Speed Energy
100100107	Speed Spell - Shift Down
100100108	Speed Spell - Acceleration Limiter
100100109	Speed Spell - Speed Force
100100110	Speed Spell - Silver Contrails
100100111	Speed Spell - Sonic Buster
100100112	Speed Spell - Accelerator Draw
100100113	Speed Spell - Speed Jammer
100100114	Speed Spell - Overtune
100100115	Speed Spell - Star Force
100100116	Speed Spell - Zero Reverse
100100117	Speed Spell - Gap Storm
100100118	Speed Spell - Dash Pilfer
100100119	Speed Spell - Synchro Defuse
100100120	Speed Spell - Final Attack
100100121	Speed Spell - Power Baton
100100122	Speed Spell - Overboost
100100123	Speed Spell - High Speed Crash
100100124	Speed Spell - Half Seize
100100125	Speed Spell - Curse of Fate
100100126	Speed Spell - Slowdown Machine
100100127	Speed Spell - Reactor Pod
100100128	Speed Spell - Vision Wind
100100129	Speed Spell - Explosion
100100130	Speed Spell - Synchro Return
100100131	Speed Spell - Summon Speeder
100100132	Speed Spell - Speed Storm
100100133	Speed Spell - Deceased Synchron
100100150	Acceleration Zone
100100151	Speed Booster
100100152	Speed Edge
100100153	Full Throttle
100100154	Slip Stream
100100155	Slowdown Trap
100100156	Des Accelerator
100100500	Speed Spell - My Body as a Shield
100100501	Speed Spell - Reload
100100502	Speed Spell - Limiter Removal
100100503	Speed Spell - De-Fusion
100100504	Speed Spell - Telekinetic Power Well
100100505	Speed Spell - Tornado
100100506	Speed Spell - Book of Moon
100100507	Speed Spell - Twister
100100508	Speed Spell - Chain Strike
100100509	Speed Spell - Swallow's Nest
100100510	Speed Spell - Scapegoat
100100511	Speed Spell - Scrapstorm
100100512	Speed Spell - Shrink
100100513	Speed Spell - Fires of Doomsday
100100514	Speed Spell - Offerings to the Doomed
100100515	Speed Spell - Inferno Reckless Summon
100100516	Speed Spell - Mystical Space Typhoon
100100517	Speed Spell - Forbidden Chalice
100100518	Speed Spell - Forbidden Lance
100100519	Speed Spell - Emergency Teleport
100100520	Speed Spell - Enemy Controller
100100521	Speed Spell - Burial from a Different Dimension
100100522	Speed Spell - Battle Tuned
100100525	Speed Spell - Synchro Panic
100100700	Speed Spell - Wheelie Breaker
100101000	Speed Spell - Advanced Ritual Art
100101001	Speed Spell - Dawn of the Herald
100101002	Speed Spell - Earth Chant
100101003	Speed Spell - Contract with the Abyss
110000000	Speed World 2
110000010	The Winged Dragon of Ra (WCS)
110000011	Obelisk the Tormentor (WCS)
110000012	Slifer the Sky Dragon (WCS)
110000099	Cursed Prison
110000100	Orichalcos Deuteros
110000101	Orichalcos Tritos
110000102	Living Fossil (Anime)
110000103	Active Guard
110000104	Psychic Armor Head
110000105	Trap Buster
110000106	Over Boost
110000107	Jet Gauntlet
110000108	Black Hole Shield
110000109	Buster Knuckle
110000110	Big Bang Blow
110000111	Burning Knuckle
110000112	Advanced Shield
110000113	Phoenix Gravitation
110000114	Full Armor Gravitation
110000115	Magnet Armor
110000116	Armored Gravitation
110000117	Buster Pyle
110000120	Double Cloth Armor
111008301	Photon Trade
111009401	V Call
111011002	Chaos Field
111011401	Shade of Strings
111011501	Celestial Strings
111011802	Rank-Up Advantage
111011803	New Orders 4 Etheric Anubis
111011901	Rank-Up-Magic Astral Force (Anime)
111011903	New Orders 6 Etheric Apophis
111011904	New Orders 8 Etheric Sebek
111011905	New Orders 10 Etheric Horus
111011906	New Orders 12 Etheric Mahes
111012401	Gimmick Shield
111203901	Dark Scorpion - Tragedy of Love
111203902	Dark Scorpion Retreat
111215001	Fog Castle
111217602	Cut Jewel
111300001	Trick Battle
111302501	Powerful Rebirth (TF5)
111310102	Destruction Trigger
120000016	Dragon Revival Ritual
140000074	Orgoth the Relentless (Anime)
140000075	Adamantine Sword Revival
140000076	Diamond Head Dragon
140000082	Sky Union
140000083	Air Fortress Ziggurat
140000085	Robot Token
140000122	Martyr Curse
140000131	Time Magic Hammer (Anime)
150000000	Earthbound Tundra
150000001	Acceleration
150000002	Charge Recklessly
150000003	Attack Force
150000004	Battle Burner
150000005	Battle Change
150000006	Battle Lock
150000007	Benkei Guard
150000008	Benkei Token
150000009	Blinding Blizzard
150000010	Broken Ruin
150000011	Big Escape
150000012	Double Attack
150000013	Break Shot
150000014	Burning Barrel
150000015	Candy Coat
150000016	Candy Shower
150000017	Cosmic Arrow
150000018	Action Crush
150000019	Cursed Gem
150000020	Damage Banish
150000021	Damage Draw
150000022	Encore
150000023	Energy Biscuits
150000024	Evasion
150000025	Extreme Sword
150000026	Fire Gem
150000027	Flame Ball
150000028	Flame Chain
150000029	Flame Guard
150000030	Flame Surge
150000031	Freeze Freezer
150000032	Guard Cover
150000033	High Dive
150000034	Illumination
150000035	Illusion Dance
150000036	Illusion Fire
150000037	Invisibility
150000038	Jump Shot
150000039	Lock Draw
150000040	Lousy Luck
150000041	Mad Hurricane
150000042	Miracle
150000043	Miracle Fire
150000044	Mirror Barrier
150000045	Monster Microwave
150000046	Nanana
150000047	No Action
150000048	Over Sword
150000049	Overpass
150000050	Power Gem
150000051	Quick Guard
150000052	Quiz Action - Math for 100
150000053	Quiz Action - Math for 200
150000054	Quiz Action - Math 5000
150000055	Quiz Action - Science for 100
150000056	Quiz Action - Science for 300
150000057	Quiz Action - Trivia for 300
150000058	Quiz Action - Trivia for 500
150000059	Quiz Action - Trivia for 1000
150000060	Rejuvenation
150000061	Restore
150000062	Single Destruction
150000063	Sound Rebound
150000064	Spicy Spice
150000065	Stand Up
150000066	Sunshine Smile
150000067	Take Flight (Action Card)
150000068	Tenacity
150000069	Twinkle Comet
150000070	Victory Topping
150000071	Wonder Chance
150000072	Zero Penalty
150000073	Detour
150000074	Evasive Evasion
150000075	Evasive Evasion Token
150000076	Choice Choice
150000077	Against the Wind (Action Card)
150000078	Big Damage
150000079	Big Dominoes
150000080	Break Action
150000081	Bubble Bomb Memory
150000082	Bubble Down
150000083	Bubble Wall
150000084	Chain Bonus
150000085	Double Banking (Action Card)
150000086	Quiz Quest - Extra Stage
150000087	Drag Chute
150000088	Exhaust Note
150000089	Follow Wing
150000090	Full Fairing
150000091	Full Turn (Action Card)
150000092	Haunted Lance
150000094	Haunted Legend Pair Card 1
150000095	Haunted Legend Pair Card 2
150000096	Haunted Missile
150000097	Mini Bomb
150000098	Powerize
150000099	Protective Wind
150000100	Reaction Draw
150000101	Reverse Dominoes
150000102	Reverse Lock
150000103	Revibubble
150000104	Second Attack
150000105	The Show Must Go On
150000106	Sky Fall
150000107	Sky Meteor
150000108	Splash Seeds
150000109	Stop
150000110	Swingmelon
150000111	Trap Eraser
151000000	Action Field Functions
151000001	Acidic Downpour (Action Field)
151000002	Acrobatic Circus
151000003	Amazoness Village (Action Field)
151000004	Bamboo Battleground
151000005	Brain Research Lab (Action Field)
151000006	Calamity Cove
151000007	Canyon (Action Field)
151000008	Castle of Chaos
151000009	Chaos Kitchen
151000010	Closed Forest (Action Field)
151000011	Cosmic Sanctuary
151000012	Crossover
151000013	Crossover Acceleration
151000014	Crystal Corridor
151000015	Dragon Ravine (Action Field)
151000016	Forest (Action Field)
151000017	Fortuneterror
151000018	Gaia Power (Action Field)
151000019	The Gates of Dark World (Action Field)
151000020	Geartown (Action Field)
151000021	Ghostrick Museum (Action Field)
151000022	Harpies' Hunting Ground (Action Field)
151000023	Infinite Bridges
151000024	Jurassic World (Action Field)
151000025	Karakuri Showdown Castle (Action Field)
151000026	A Legendary Ocean (Action Field)
151000027	Madolche Chateau (Action Field)
151000028	Mausoleum of the Emperor (Action Field)
151000029	Morphtronic Map (Action Field)
151000030	Mountain (Action Field)
151000031	Mystic Plasma Zone (Action Field)
151000032	Neo Heartland City
151000033	Pandemonium (Action Field)
151000034	Performance Coliseum
151000035	Pier of Peril
151000036	Plain Plain
151000037	Prison Tower of Darkville
151000038	Quartet of Quandry
151000039	Quiz Quest
151000040	Rising Air Current (Action Field)
151000041	Savage Colosseum (Action Field)
151000042	Showtime Street
151000043	Shrine of Mist Valley (Action Field)
151000044	Sogen (Action Field)
151000045	Sun Valley
151000046	Sunset Stronghold
151000047	Sweet Island
151000048	Sword's Cemetery
151000049	Umi (Action Field)
151000050	Umiiruka (Action Field)
151000051	Vampire Kingdom (Action Field)
151000052	Venom Swamp (Action Field)
151000053	Wasteland (Action Field)
151000054	Wetlands (Action Field)
151000055	The Wildest West
151000056	Xyz Territory (Action Field)
